m-3AAr: e-9999 
m-5AAr: e-6 
m-4AC: o-9 
m-6AA: o-13 
m26AG: e1 e60 
m7AEr: e5 o-45 
m-21AF: e11 e42 
R-5m-10AG: e15 o-9 
m-11AD: e23 e-9999 
m-10ABr: e35 o-4 
m-3AD: e35 e-17 
m-18AC: e36 e22 
m-33ACr: e9999 e17 o37 
m-12AFr: e9999 e29 e0 
m2ABr: e9999 e58 e39 
m8AA: e1 e23 e8 
m0ABr: e1 e23 o11 
m15AD: e1 e38 e26 
R12m26AG: o1 o39 o12 
L15m26AG: e1 e56 e-30 
m-13AAr: e4 e9999 e20 
m-8AA: e4 e9999 e24 
m-13AD: e5 o-17 e-28 
R-9m7AEr: e5 e-30 o4 
R-8m7AEr: e5 e-32 e15 
L-17m7AEr: e5 e-38 e7 
L-1m7AEr: e5 e-50 e-51 
m6AE: o-7 o-11 e-8 
m0AA: o-7 o-11 o-13 
m2AC: o-7 o-29 o-53 
m-2ABr: e15 e2 e9999 
m-7AF: e15 e2 e5 
m-7ACr: e15 e2 o1 
L-12m2AC: o19 o32 e26 
L-41m-20ABr: e19 e33 e55 
m-16AC: e19 e33 e-5 
m9AAr: e19 o29 o14 
m-5AB: e19 o29 o38 
L-25m-2AC: e19 o33 o-29 
L-25m10AFr: e19 o33 o-33 
L-25m-6AA: e19 o33 o-45 
L-25m6AFr: e19 o33 e-54 
m-13ACr: e23 e13 e9999 
m-21AAr: e23 e26 o-15 
m-1AD: e24 e24 e13 
m2AA: e24 e24 o-6 
m-14AG: e26 e-9999 e4 
m-20AA: e26 e-26 e15 
m-18ADr: e26 e36 e28 
m-23AEr: e26 e36 e35 
m-12ABr: e26 e36 e56 
m-10AC: e29 e19 e4 
m-3AF: e29 e19 e-4 
m-12ADr: e29 e23 e9 
m-8ABr: e29 e28 e9999 
m-6AC: e29 o2 o7 
R-8m-6AC: e29 o-14 o-39 
m-2AE: e29 e-25 e33 
m-4AA: e32 e8 e15 
m4AE: e33 o32 e21 
m3AF: e33 o32 e23 
m9AGr: e35 e-2 e-16 
R-4m-6ADr: o35 e-3 o-5 
m6AG: e35 o-3 o17 
L-14m-4AC: o35 e-8 e-17 
m-16AG: e35 o-12 e9999 
m1AF: e36 e30 e1 
m-5AF: e38 e-9999 o0 
L-31m10EG: o23 o-40 e-6 e-27 e-8 
L3m14EG: e23 e-42 e1 e56 e-30 
L-7m-8EFr: e23 e-42 o-2 o-1 e2 
L-7m-10EDr: e23 e-42 o-2 e4 e0 
L-7m-17ECr: e23 e-42 o-2 e-10 e45 
L-7m-29EF: e23 e-42 o-2 e-12 e4 
L-7m-16EBr: e23 e-42 o-2 e-12 o-15 
L-7m-7EAr: e23 e-42 o-2 e-11 e-6 
R9m-3ED: o23 e-43 o-9999 e-25 e-3 
R9m-14EDr: o23 e-43 o-9999 o-50 o-32 
R9m-14EC: o23 e-43 e9999 e23 o20 
R9m4EE: o23 e-43 e9999 e31 o0 
R9m-21ECr: o23 e-43 e9999 e46 o-20 
R9m-16EE: o23 e-43 e9999 e46 e-49 
R9m-11EEr: o23 e-43 o1 o0 e-3 
R9m-13EGr: o23 e-43 e-9 o29 o5 
R9m5EGr: o23 e-43 e-9 e50 o3 
R9m-5EB: o23 e-43 e-9 e50 e2 
R9m-17EAr: o23 e-43 o-16 o7 o9999 
R9m-7EEr: o23 e-43 e-17 o43 o-9 
R9m-3EGr: o23 e-43 o-18 e22 o-42 
R9m-3EEr: o23 e-43 o19 e6 o9999 
R9m-1ECr: o23 e-43 o-26 o0 e0 
R9m-17EGr: o23 e-43 e-29 e-21 o-9999 
R9m-22EE: o23 e-43 o-36 e-29 o-9999 
R9m-21EB: o23 e-43 e0 e21 o-28 
R9m-22EBr: o23 e-43 e-2 e-31 o51 
R9m-31ECr: o23 e-43 e-2 e-57 o-28 
R9m-19EB: o23 e-43 o-3 e-7 o12 
L-15m-37EGr: e23 o-47 e-2 o11 e11 
L-16m-12EG: e23 o-47 e20 e-8 e-12 
L-16m-3EB: e23 o-47 e20 e-8 e53 
L-16m-17EF: e23 o-47 e20 o-9 e48 
L-16m-1ECr: e23 o-47 e20 e-22 e-9999 
L-16m-6EBr: e23 o-47 e20 e-24 e43 
L-40m3ECr: o23 e-47 o28 o32 e-3 
L3m-4EC: e29 e-9999 o-7 o-39 e3 
L4m15EAr: o29 o-9999 e-7 o-48 o28 
R-12m-1EF: o29 o-9999 e-9 o10 o9999 
R-6m-1EF: o29 o-9999 e-9 o29 e-30 
R-3m7EGr: e29 e-9999 o-25 e-10 e0 
R-8m-6EE: o29 o0 o9999 e4 e53 
R5m7EEr: e29 e0 e3 e-16 e55 
L-8m2EFr: e29 e0 e4 e-9999 e9 
L-8m5EAr: e29 e0 e4 o37 e-9999 
L-8m2EA: e29 e0 e4 o37 e0 
R-20m-24EG: o29 o0 o-11 o3 o9999 
L4m-13ED: o29 o3 o4 e25 e-50 
R-22m7EEr: o29 o3 o7 e-25 e9999 
R8m10EC: o29 o3 e-9 e-1 o0 
L-19m7EEr: o29 o3 o-24 o33 e-42 
R-5m7EEr: e29 e3 o-35 e-8 e0 
L-15m7EEr: e29 e3 o-35 o0 e-9999 
L3m18EBr: o29 o3 o40 e2 o28 
L4m-3EF: o29 o3 o43 o14 e-6 
L4m-14EE: o29 o3 o43 e29 e9999 
R8m2EDr: e29 e3 e50 e-40 o-9999 
L-9m-6EA: o29 e-5 o1 e-1 e8 
R6m-20EFr: o29 e-5 o-32 e-9 o-6 
R6m-20EBr: o29 e-5 o-32 o10 e-6 
R6m-21EAr: o29 e-5 o-32 e-13 o-9999 
R6m-22EA: o29 e-5 o-32 e-13 o-6 
R6m-29EAr: o29 e-5 o-32 e-13 e-15 
R6m-24EA: o29 e-5 o-32 e-13 o-20 
R6m-28EA: o29 e-5 o-32 o15 o60 
R3m-1EEr: e29 o-5 o-33 o-24 o47 
R-14m-10EFr: e29 e6 e-36 e38 e-9999 
L-10m-5ECr: o29 o6 o-46 o-57 o-2 
L-1m-5ED: e29 e6 e-50 o-56 e9999 
L-1m-17EAr: e29 e6 e-50 e-59 o-1 
L-1m-25ED: e29 e6 e-50 e-59 e-8 
R-10m-8EFr: e29 e-6 o-49 e23 e2 
R-10m11EF: e29 e-6 o-49 e23 e11 
R-10m-12EA: e29 e-6 o-49 e23 o14 
R-15m-8EBr: o29 o-6 o-50 o-12 o-42 
R-15m-14EA: o29 o-6 o-50 o-12 o-48 
R0m15EEr: e29 o-9 e9999 o-3 e18 
L9m0EDr: o29 e-15 e-18 o9999 e-6 
R-1m15EF: o29 e-19 o3 o21 o-26 
R3m15EF: e29 o-19 e-4 e-10 e9999 
R9m-4EFr: o29 e-19 o18 e16 o4 
R9m9EB: o29 e-19 o18 o-23 e-3 
R9m12EC: o29 e-19 o31 o-9999 o-8 
R9m-4EC: o29 e-19 o31 e-9999 e-28 
R9m15ED: o29 e-19 o31 e-9999 e60 
R9m3EEr: o29 e-19 o31 o0 e-45 
R9m-2EA: o29 e-19 o31 e0 o-27 
R9m13EAr: o29 e-19 o43 e0 o-4 
R9m12EA: o29 e-19 o46 o1 o-1 
R-7m-33EB: o29 e-21 o30 o-9999 o32 
R-5m4EFr: o29 e-21 o-32 o2 o0 
R-5m3EB: o29 e-21 o-32 o2 o35 
R-5m13ECr: o29 e-21 o-32 o28 o-58 
R-5m9EEr: o29 e-21 o-32 o29 e-5 
R-5m8EA: o29 e-21 o-32 o31 o4 
R-5m3EAr: o29 e-21 o-32 o31 e-11 
L-20m-6EG: e29 o-23 o-1 o35 e0 
R-12m16EA: o29 o-26 o9999 e-35 o1 
R11m-15ECr: o29 o-26 o-40 e-19 o-9999 
R11m-2EE: o29 o-26 o-40 o-24 o-56 
R11m-9EEr: o29 o-26 o-40 o33 o1 
R11m4EE: o29 o-26 o-40 o45 e-59 
L-9m12EA: e29 e-26 e-11 e19 e-3 
L7m15EEr: e29 e-26 e-19 e-14 o-9999 
L-2m7EGr: e29 e-26 o-24 o-18 e-9999 
R-21m4EG: o29 e-29 o-28 o-32 o-12 
R-21m13EB: o29 e-29 o-28 o-32 o53 
R-15m4EG: e29 o-29 e-34 o-31 e-12 
R-15m13EB: e29 o-29 e-34 o-31 e53 
R-11m7EGr: e29 o-29 o-35 e31 e0 
R5m15ECr: o29 o-32 o2 e-13 o0 
L-23m-11ED: e29 e-32 e-36 o-58 e-9999 
L-23m-20EA: e29 e-32 e-36 o-58 e43 
L-23m-16EG: e29 e-32 e-36 o-58 e57 
L-23m-20EE: e29 e-32 e-36 o-58 o9 
L-8m-5ED: o29 o-32 e-37 o12 o42 
L-13m-4EFr: e29 e-32 o-41 o-5 e18 
R-7m-9ED: e29 e-32 o-41 e-10 o-9999 
L10m4EDr: o29 o-32 o-3 o0 o-9999 
L-15m-2EBr: e29 e-34 e-10 e-31 o-9 
R-9m4EG: e29 e-34 e-30 o4 e-12 
R-9m13EB: e29 e-34 e-30 o4 e53 
R-8m4EG: e29 e-34 e-32 e15 e-12 
R-8m13EB: e29 e-34 e-32 e15 e53 
L-17m4EG: e29 e-34 e-38 e7 e-12 
L-17m13EB: e29 e-34 e-38 e7 e53 
L-1m4EG: e29 e-34 e-50 e-51 e-12 
L-1m13EB: e29 e-34 e-50 e-51 e53 
L-4m-14EBr: e29 o-35 o-29 o-22 e-20 
L-4m7EGr: e29 o-35 o-29 o-30 e-9999 
L-4m-14EFr: e29 o-35 o-29 e-39 o49 
R-15m7EGr: e29 o-35 o-59 o-57 e0 
L-11m4EG: e29 e-36 e9999 e-29 e-12 
L-11m13EB: e29 e-36 e9999 e-29 e53 
R-12m7EGr: e29 e-36 e23 o53 e0 
R-16m1EB: e34 e1 e-14 e3 e-9999 
R-16m-16EC: e34 e1 e-14 e3 e-38 
R-16m-2EE: e34 e1 e-14 e3 o-55 
R-16m0EBr: e34 e1 e-14 e-20 o46 
R-16m-3EB: e34 e1 e-14 o-33 o48 
R-16m3ECr: e34 e1 e-14 e-1 e9999 
R-16m-16EBr: e34 e1 e-14 e-1 e52 
R-16m3EAr: e34 e1 e-14 o2 e-19 
R-16m-10EFr: e34 e1 e-14 o32 e-2 
L-22m-6EE: o34 o3 o-9999 o1 o-20 
R-19m-1ECr: o34 o3 e9999 e15 o-30 
L-9m-12EA: e34 e3 o-37 e-59 o-23 
L-9m-10EBr: e34 e3 o-37 e-59 o-27 
L-9m-13ED: e34 e3 o-37 e-59 e-56 
L-22m-14EDr: o34 o3 e-51 o-9999 o-12 
R-12m-4EDr: o34 o3 e0 o-17 o4 
R-12m-2EA: o34 o3 e0 o-17 o-6 
R-12m-6EBr: o34 o3 e0 o-17 o12 
R-12m5ECr: o34 o3 e0 o-17 o16 
R-15m-24EG: o34 o3 e0 o-43 o0 
L-19m-34EC: e34 e3 e-9 o53 o46 
R-26m-12EA: o34 o6 e-5 o9999 e-9 
R-26m-12EE: o34 o6 e-5 e24 o22 
R-23m-4EDr: o34 o6 o6 o32 e17 
R-23m-8EE: o34 o6 o6 o39 e-29 
R-23m-3EGr: o34 o6 o6 o39 o-44 
R-9m3EB: e34 e9 e1 o-50 e-4 
R-7m-8EA: e34 e15 e-4 o9999 e9999 
R-7m-9EAr: e34 e15 e-4 o9999 e7 
R-7m0EC: e34 e15 e-4 o9999 o-15 
R-7m-11EAr: e34 e15 e-4 o9999 e19 
R-7m1EAr: e34 e15 e-4 o9999 e-26 
R-7m3ECr: e34 e15 e-4 o9999 e-28 
R-7m-6EA: e34 e15 e-4 o9999 o-31 
R-7m-3ECr: e34 e15 e-4 o-9999 e-9999 
R-7m4EDr: e34 e15 e-4 o-9999 e10 
R-7m24EDr: e34 e15 e-4 e-6 e32 
R-7m-2EFr: e34 e15 e-4 o-13 e2 
R-7m-2EDr: e34 e15 e-4 o-13 e6 
R-7m-8EC: e34 e15 e-4 o-13 o-35 
R-7m-9EEr: e34 e15 e-4 e-20 e-16 
R-7m-3ED: e34 e15 e-4 e23 o-1 
R-7m-11EEr: e34 e15 e-4 o-25 e1 
R-7m-15ECr: e34 e15 e-4 o-25 o27 
R-7m-4EC: e34 e15 e-4 o1 e-9999 
R-7m-13EF: e34 e15 e-4 o1 e17 
L-18m0EFr: e34 e15 e13 e49 e-2 
R-14m1EB: o34 o15 o20 o37 o4 
R-14m-19EB: o34 o15 o20 o37 e-5 
R-14m-13ECr: o34 o15 o20 o37 o-8 
R-14m-3ECr: o34 o15 o20 o37 e1 
R-14m-11EAr: o34 o15 o20 o37 e-4 
R-34m-26EBr: e34 e15 e49 e-22 e25 
L-21m-11EAr: o34 o16 o-9999 o40 o9999 
R-26m-16EE: o34 o16 o25 e-9 o-9999 
R-26m-12EDr: o34 o16 o25 e-9 o15 
R-26m-22EC: o34 o16 o25 e-9 e-17 
R-26m-13EEr: o34 o16 o25 e-9 o23 
R-26m-19ECr: o34 o16 o25 e-9 e-23 
R-26m-24EC: o34 o16 o25 e-9 e-25 
R-38m-13ECr: e34 e16 e25 e58 e9 
R-38m-12EDr: e34 e16 e25 e58 e31 
L-29m-8EFr: o34 o16 o47 o-10 e-9999 
L-29m-11EAr: o34 o16 o47 o-10 o-24 
L-12m-8EFr: e34 e16 e47 e45 o-29 
R-5m-24EE: e34 e16 e54 e9999 o-3 
L17m9EAr: o34 o18 o38 o27 e51 
R15m1EEr: e34 e18 e53 o53 o9 
R-23m-8EA: e34 e22 e8 o-32 e1 
R-23m-16EDr: e34 e22 e8 o-32 e8 
R-6m-14EA: e34 e33 e19 e9999 e18 
R-6m-21ED: e34 e33 e19 e0 o-10 
R-6m-12EE: e34 e33 e19 o-3 e3 
R-6m-4EFr: e34 e33 e19 e19 e24 
R-6m-27ED: e34 e33 e19 e32 e27 
R-6m-24EBr: e34 e33 e19 e32 o21 
R-4m-8EBr: o34 o33 o59 e-23 o7 
R-14m-11ED: o34 o44 e-3 o-46 e18 
L-5m-22EC: o34 o44 o4 e-3 o3 
L-5m-20EFr: o34 o44 o4 o-6 o21 
L-5m-17EAr: o34 o44 o4 o-6 e27 
L-5m-30EA: o34 o44 o4 o-12 e58 
L-5m-29ED: o34 o44 o4 o-12 e60 
L-5m-15ECr: o34 o44 o4 e-13 o-30 
L-27m-12EFr: e34 e44 e15 o-1 e0 
R-11m-20EBr: e34 e55 o2 o-32 o15 
L-23m-23EB: o34 o55 e-30 o30 o9999 
L-32m-15EEr: o34 o55 e-30 o52 o11 
R-22m-6EDr: e34 e55 o-30 o0 e-8 
R-22m-11ECr: e34 e55 o-30 o0 o-16 
R-4m-30EBr: o34 o60 e45 e0 o17 
R-4m-6EFr: o34 o60 e45 o-33 e-19 
R-4m-19EAr: o34 o60 e45 e-54 o-43 
R-4m-13ECr: o34 o60 e45 o-57 o5 
L-11m3ECr: e42 e15 o-15 o1 e-9999 
L-11m-7ED: e42 e15 o-15 o7 e24 
L-11m8EBr: e42 e15 o-15 o17 e21 
L-11m5EAr: e42 e15 o-15 o17 e23 
L-11m0EG: e42 e15 o-15 o17 e31 
L-11m-1EB: e42 e15 o-15 o17 e35 
L-11m-5EAr: e42 e15 o-15 o25 e-18 
L-11m-4EA: e42 e15 o-15 o33 e1 
L-11m-3EAr: e42 e15 o-15 o33 o-15 
L-11m1ECr: e42 e15 o-15 o34 o-3 
L-11m-14EDr: e42 e15 o-15 o48 e-32 
R-23m13EEr: o42 o15 o24 e9 o2 
L-26m-35EB: o42 o21 e0 o-10 e-23 
L-26m-28EBr: o42 o21 e0 o-10 e18 
L-26m-30EE: o42 o21 e0 o-10 e-60 
L-26m-25EF: o42 o21 e0 o-27 o-9999 
L-26m-37EB: o42 o21 e0 o-33 o0 
L-26m-24EC: o42 o21 e0 o-37 o3 
R-27m-13ED: e42 e23 e8 e43 e0 
L-26m1EEr: o42 o23 e-37 o41 o11 
R-28m1EEr: e42 e29 e5 o-55 o17 
L-18m1EEr: e42 e29 e14 o-31 o9999 
L-18m-2EDr: e42 e29 e14 o-31 e5 
L-18m-2EBr: e42 e29 e14 o-31 e6 
L-18m-10EE: e42 e29 e14 o-31 e-46 
L-18m-16EG: e42 e29 e14 o-31 e-31 
L-31m1EEr: e42 e29 e14 o-26 e9999 
L-31m-2EFr: e42 e29 e14 o-26 e-9999 
L-20m-13ECr: o42 o32 e-7 o-52 o-22 
L-20m-12EC: o42 o32 o13 o9999 e-21 
L-20m1EEr: o42 o32 o24 o9999 o9999 
L-20m20EBr: o42 o32 o24 e-34 o-2 
L-20m-7ED: o42 o32 o-26 e0 e24 
L-20m3ECr: o42 o32 o27 o-39 e9999 
R-23m1EEr: e42 e34 e55 o-50 e9999 
L-27m-7EB: e42 e42 e15 o-15 o-29 
L-27m5EF: e42 e42 e15 o-15 o-44 
L-36m-16EC: o42 o42 o32 o-46 e-15 
R-2m-3EF: o42 o45 o-35 o-9999 o-9999 
R-13m-11ECr: o42 o53 e-4 o9 o-18 
R-13m-3ED: o42 o53 e5 e-9 o-9999 
R-13m-10EBr: o42 o53 e5 e-9 o27 
R-13m1EEr: o42 o53 e16 o27 e52 
R-33m-4EBr: e50 e25 o-5 e9999 o-25 
R-33m-21ECr: e50 e25 o-5 e-10 e-22 
R3m-23EB: o52 o-9999 o-2 o16 o-13 
R3m-33ECr: o52 o0 e25 o39 e21 
R3m-10EA: o52 e-1 o-6 o52 e-4 
R3m-13EF: o52 o-4 o-17 e6 o29 
R3m-8EA: o52 e-9 e-11 o19 o25 
R3m-9ECr: o52 e-9 o34 o22 o0 
R3m-11ED: o52 e-9 o34 o31 e-9999 
R3m-11EAr: o52 e-9 o34 o31 o8 
R3m-16EBr: o52 e-17 e12 e9999 o8 
R3m14EDr: o52 e-19 e-6 e34 o49 
R3m-23EF: o52 o-22 e15 e-23 o-9999 
R3m-13EB: o52 e-10 o9999 o50 o50 
R3m-20EG: o52 o-19 o43 e-57 o-14 
R3m-31EF: o52 o-19 o43 o-11 o-32 
R3m-20EC: o52 o-19 o43 o-11 e-47 
R3m-7EGr: o52 o-19 o43 e-40 o12 
R3m-29EB: o52 o-19 o43 e-40 o26 
R3m-25EB: o53 o2 o-9999 e-17 e35 
R3m-14EDr: o53 o2 o-17 o7 o-24 
R3m-15EEr: o53 o2 e-28 e18 o9999 
R3m-5ED: o53 o2 e-32 o6 o-24 
R3m-15ECr: o53 o2 o-33 o9999 o15 
R3m-5EEr: o53 o-2 o3 o-12 o19 
R3m-21EAr: o53 o-2 o3 o43 o17 
R3m-15EF: o53 o-2 o3 e18 o0 
R3m-28EDr: o53 o-2 o3 e18 e50 
R3m-24EG: o53 o-2 o3 o-27 e60 
R3m-7ED: o53 o-2 o3 e-36 e-31 
R3m-5EGr: o53 o-2 o4 o9999 o0 
R3m5EB: o53 o-2 o4 o9999 o17 
R3m-8EFr: o53 o-2 o4 o0 o0 
R3m5EF: o53 o-2 e-5 e-25 e35 
R3m-25ED: o53 o-2 o6 e-43 o-25 
R3m-29EEr: o53 o-2 e-21 e-42 o9999 
R3m-8EG: o53 o-2 e-29 o-35 o-12 
R3m1EB: o53 o-2 e-29 o-35 o53 
R3m0EBr: o53 o-2 o-32 e-42 o0 
R3m0EC: o53 o-2 o-32 e-42 o13 
R3m-3EB: o53 o-2 o-32 o-45 o9999 
R3m3EB: o53 o-2 o-34 e12 o45 
R3m8EA: o53 o-2 o-5 e-36 o9999 
R3m5EAr: o53 o-2 o-5 e-36 o0 
R3m-13EAr: o53 o-2 o-27 e-11 e-2 
R3m-30EBr: o53 o-2 o-27 o-32 o-48 
R3m-5ECr: o53 o-2 o-27 o48 e-28 
R3m-3EEr: o53 o-2 e-32 o3 o-9999 
R3m-14EG: o53 o-2 e-32 e-3 o6 
R3m-2EA: o53 o-2 e-32 o25 o1 
R3m-16EFr: o53 o-2 e-32 o25 e-27 
R3m-40EC: o53 o-2 e-32 o-43 e-21 
R3m-38EFr: o53 o-2 e-32 o-43 o30 
R3m-32EE: o53 o-2 e-32 o-43 o-34 
R3m-26EDr: o53 o-2 e-32 o-43 e-28 
R3m-29EF: o53 o-4 e9999 o11 o0 
R3m-30EC: o53 o-4 e9999 o13 o17 
R3m-10EC: o53 o-4 e9999 o14 o19 
R3m-7EEr: o53 o-4 e9999 o14 e-19 
R3m-28EC: o53 o-4 e9999 o58 o54 
R3m-3EF: o53 o-4 e-5 o-3 o9999 
R3m-14EC: o53 o-4 o6 o-8 o18 
R3m-19ED: o53 o-4 o6 o-12 o9999 
R3m3EEr: o53 o-4 o29 o-10 o38 
R3m-7EF: o53 o-4 o41 e58 e-1 
R3m-17ECr: o53 o-4 o43 o15 o5 
R3m1EAr: o53 o-4 e0 o14 e-23 
R3m-29ED: o53 o-4 e0 o51 o37 
R3m-4EE: o53 o-4 e-2 o50 o9999 
R3m-11ECr: o53 o-4 e-2 e38 o-3 
R3m-27EF: o53 o-4 e8 o16 o-9999 
R3m-26EFr: o53 o-4 e8 o22 o-6 
R3m-3ED: o53 o-4 e10 o1 o0 
R3m-12EC: o53 o-4 e10 e-33 e7 
R3m-6EBr: o53 o-4 e10 e0 o13 
R3m-25EF: o53 o-4 e19 e-39 o10 
R3m-39ECr: o53 o-4 e20 o25 o1 
R3m-21EF: o53 o-4 e20 o33 o22 
R3m-27ED: o53 o5 o56 o27 e18 
R3m-19EEr: o53 o8 o-9999 o-22 e20 
R3m-18EFr: o53 o-16 o-8 o-41 o6 
R3m-24EBr: o53 o-16 o-15 o-46 e37 
R3m-9EAr: o53 o17 o35 e-1 o-50 
R3m-33ED: o53 o17 o35 o40 o24 
R3m3EAr: o53 o17 e21 o-26 o-6 
R3m-3EAr: o53 e-17 o0 e0 o22 
R3m-14EBr: o53 o24 o53 e12 o41 
R3m0EA: o53 o33 o-47 o26 o17 
R3m-35EAr: o53 o34 o-9999 e30 e9 
R3m-19ECr: o53 o34 o-9999 e32 o0 
R3m-27EB: o53 o34 o-9999 e39 e-21 
R3m-49EB: o53 o34 o-9999 e39 o-38 
R3m-32EA: o53 o34 e-9999 e-27 o7 
R3m-43ECr: o53 o34 e-9999 e-27 o15 
R3m-38EG: o53 o34 e-9999 e-27 o18 
R3m-39EAr: o53 o34 e-9999 e-27 o22 
R3m-27EEr: o53 o34 e-9999 e-45 e-53 
R3m-26EG: o53 o34 e-9999 e39 e-35 
R3m-12EA: o53 o34 e-9999 e39 e47 
R3m-20EE: o53 o34 e1 o-9999 e25 
R3m-25EAr: o53 o34 e1 e-9999 e-5 
R3m-29ECr: o53 o34 e1 e17 e9 
R3m-46EC: o53 o34 e1 e25 o22 
R3m-39EB: o53 o34 e1 e38 e10 
R3m-52EFr: o53 o34 e9 o9 o46 
R3m-53EGr: o53 o34 e9 o-16 o-4 
R3m-26EE: o53 o34 e25 e-15 o0 
R3m-22EA: o53 o34 e32 e-9999 o-32 
R3m-22EG: o53 o36 o-9999 o20 o-2 
R3m-35ED: o53 o36 o7 o9999 o-2 
R3m-15EAr: o53 o36 o7 o57 o-9999 
R3m-18EA: o53 o36 o7 o57 o0 
R3m-17EEr: o53 o36 o8 o9 o6 
R3m-19EGr: o53 o36 o8 o10 o9999 
R3m-28EFr: o53 o36 o8 e-33 e-1 
R3m-9EEr: o53 o36 o8 e-45 o38 
R3m-24EFr: o53 o36 o9 e-5 o16 
R3m-34EDr: o53 o36 o24 o9999 e-15 
R3m-16EE: o53 o38 o8 e-5 o45 
R3m-36EA: o53 o58 o-9999 o-9999 o-20 
R3m-31EAr: o53 o58 o-9999 o-9999 o-24 
R3m-24EDr: o53 o58 e9999 o-20 o-9999 
R3m-24EC: o53 o58 o-6 o0 e-20 
R3m-22EC: o53 o58 o-6 o0 e-32 
R3m-21EEr: o53 o58 o-6 o0 o-37 
R3m-30EG: o53 o58 e-13 o0 e-25 
R3m-17EB: o53 o58 e3 e-9999 o-20 
R3m-20EBr: o53 o58 e3 e-9999 e-21 
R3m-9ED: o53 o58 e3 e-9999 e-31 
R3m-24EE: o53 o58 e3 e2 o11 
R3m-31ED: o53 o58 e3 o-25 o24 
R3m-10EG: o53 o58 e3 o-29 e-57 
R3m-32EDr: o53 o58 e6 o-22 o-9999 
R3m-31EB: o53 o58 o-9 o-44 e58 
R3m-36EDr: o53 o58 o-9 o-48 o7 
R3m-42EE: o53 o58 o-9 e-57 e6 
R3m-38EBr: o53 o58 e-10 o20 o9999 
R3m-41EB: o53 o58 e-10 o21 o-9999 
R3m-30EDr: o53 o58 e-10 o31 o9999 
R3m-39EGr: o53 o58 e-10 o35 o0 
R3m-41EGr: o53 o58 e-10 o36 o9999 
R3m-44EFr: o53 o58 e-10 o36 o0 
R3m-15ED: o53 o58 o-11 e9999 o-10 
R3m-27EAr: o53 o58 o-11 e-9999 o-9999 
R3m-28EA: o53 o58 o-11 e-9999 e-7 
R3m-30EA: o53 o58 o-11 e-9999 e-19 
R3m5ED: o53 o58 o-11 o6 o-32 
R3m-27ECr: o53 o58 o-11 o13 o35 
R3m-28EE: o53 o58 o-11 o20 o16 
R3m-30EE: o53 o58 o-11 o25 e-1 
R3m-23ECr: o53 o58 o-11 o-1 o9999 
R3m-32EFr: o53 o58 o-11 o-1 e-17 
R3m-34EFr: o53 o58 e-12 o26 o2 
R3m-37EB: o53 o58 e-12 o26 o22 
R3m-2EG: o53 o58 e13 o-56 e-10 
R3m7EAr: o53 o58 e13 o-56 e29 
R3m-37ED: o53 o58 o-19 o23 o-9999 
R3m-36EBr: o53 o58 o-19 o35 e-4 
R3m-44EC: o53 o58 o-19 o36 o22 
R3m-33EAr: o53 o58 e-32 e-1 e-1 
R3m-42EG: o53 o58 e-32 e-1 o9 
R3m-47EGr: o53 o58 e-32 e-5 o21 
R3m-35EF: o53 o58 e-32 o16 o6 
R3m-8EE: o53 o58 o-35 o12 e9999 
R3m-5EB: o53 o58 o-35 e-13 o0 
R3m-4EBr: o53 o58 o-35 e31 e-45 
R3m-39EF: o53 o58 e-36 o9999 o0 
R3m-17EAr: o53 o58 o-41 o-8 o0 
R3m-18EG: o53 o58 o-41 e-21 o-9999 
R3m-44EG: o53 o58 o-55 o-6 e-17 
R3m-31EGr: o53 o58 o-55 o25 o49 
R3m-38EC: o53 o58 o-55 o25 e29 
R3m-42EBr: o53 o58 o-55 o25 e34 
R3m-5EF: o53 e1 o12 o0 e34 
R3m-1EF: o53 e1 o12 e53 o-31 
R3m-11EF: o53 e1 o12 e53 e-44 
R3m-19EB: o53 e1 o17 o20 e-13 
R3m-12EFr: o53 e1 o20 o19 e-1 
R3m-16EG: o53 e1 o27 o-9999 e-27 
R3m-9EB: o53 e1 o39 o9999 o41 
R3m-21EB: o53 e2 e-41 o33 e-11 
R3m-18EDr: o53 e4 o4 o31 o9999 
R3m-27EGr: o53 e4 o4 o35 o0 
R3m-29EGr: o53 e4 o4 o36 o9999 
R3m-31ECr: o53 e4 o-13 o56 o-5 
R3m-28EBr: o53 e4 e23 o1 o0 
R3m-22EBr: o53 e4 e33 o48 o7 
R3m2EC: o53 e-4 e6 o2 o-4 
R3m-10EDr: o53 e-4 e6 e-5 o9999 
R3m-7EAr: o53 e-4 e12 o47 o-18 
R3m-40EFr: o53 e-4 e24 e42 e-16 
R3m-8EC: o53 e-4 e26 o9999 e-15 
R3m-52EA: o53 e-4 e35 e-9999 e-25 
R3m-35ECr: o53 e-4 e39 o-37 o0 
R3m-41EAr: o53 e-4 e43 o-16 e-3 
R3m-13ED: o53 e-4 e43 o29 o1 
R3m-16EDr: o53 e-4 e43 o29 e-1 
R3m-29EAr: o53 e14 o-9999 o19 o50 
R3m-40EBr: o53 e14 o1 o23 o-54 
R3m-1ED: o53 e14 o-8 o25 o10 
R3m-8EDr: o53 e14 o-8 e-25 o31 
R3m-3ECr: o53 e14 o-5 o9 o-9999 
R3m-42EFr: o53 e14 e-6 e23 o0 
R3m-25EGr: o53 e14 e20 o-17 o25 
